,Provider Name,Procedures,Provider State,Region,Count_of_services,Charges,Payment,Cluster_23
1872,NORTH HILLS HOSPITAL,74,1,1,6825,3391923.695067051,555294.5081979001,15
1873,NORTH KANSAS CITY HOSPITAL,116,1,1,18799,2943571.8034437997,762698.5371329193,11
1874,NORTH MEMORIAL MEDICAL CENTER,112,1,1,11846,3661108.858434102,955758.3219369795,13
1875,NORTH METRO MEDICAL CENTER,29,1,1,1884,217353.57842869998,88400.28751442,1
1876,NORTH MISSISSIPPI MEDICAL CENTER,119,1,1,23689,2389285.7685978,899623.2926288603,11
1877,NORTH OAK REGIONAL MEDICAL CENTER,16,1,1,424,189920.24109810003,72304.13162361,12
1878,"NORTH OAKS MEDICAL CENTER, LLC",96,1,1,9072,5913223.900458398,839271.0472609397,13
1879,NORTH OKALOOSA MEDICAL CENTER,83,1,1,4087,3868499.979804598,551343.7420750702,2
1880,NORTH OTTAWA COMMUNITY HOSPITAL,18,1,1,1019,152446.8618657,66892.96919787,12
1881,NORTH SHORE MEDICAL CENTER,121,2,2,30053,8585853.187794454,1913098.4050966403,0
1882,NORTH SHORE UNIVERSITY HOSPITAL,122,1,1,26791,5534516.265896502,1456230.79710494,5
1883,NORTH SUBURBAN MEDICAL CENTER,41,1,1,1663,1649176.6018434,321409.64915280003,20
1884,NORTH TEXAS HOSPITAL,13,1,1,2862,213829.2367268,43497.301897469995,12
1885,NORTH TEXAS MEDICAL CENTER,21,1,1,909,283892.56428359996,81862.01161425,1
1886,NORTH VISTA HOSPITAL,45,1,1,1915,2493221.8594456003,400002.94358623,6
1887,NORTHBAY MEDICAL CENTER,79,1,1,19890,8501350.877338586,1015006.7109767,5
1888,NORTHBAY VACAVALLEY HOSPITAL,4,1,1,60,367552.9417782,34570.588455,12
1889,NORTHCREST MEDICAL CENTER,49,1,1,3074,714679.4661513,276421.60611199995,20
1890,NORTHEAST ALABAMA REGIONAL MED CENTER,105,1,1,8309,2772417.969804799,695801.0428877402,2
1891,"NORTHEAST GEORGIA MEDICAL CENTER, INC",118,1,1,16324,3541995.124180301,929038.6709070201,11
1892,NORTHEAST REGIONAL MEDICAL CENTER,42,1,1,4431,1148949.2973900004,291758.4722087101,20
1893,NORTHEASTERN NEVADA REGIONAL HOSPITAL,25,1,1,1027,398880.7821227,136010.79197807005,1
1894,NORTHERN DUTCHESS HOSPITAL,36,1,1,1924,710291.3287278998,207342.21191923996,1
1895,NORTHERN HOSPITAL OF SURRY COUNTY,49,1,1,3694,527860.3243633,253189.50458695993,20
1896,NORTHERN LOUISIANA MEDICAL CENTER,70,1,1,2975,1953198.5019090995,409699.81601684,6
1897,NORTHERN MAINE MEDICAL CENTER,35,1,1,2466,303051.05091549986,202617.66890203996,1
1898,NORTHERN MICHIGAN REGIONAL HOSPITAL,95,1,1,10335,1675071.6513113296,756399.3974962396,15
1899,NORTHERN MONTANA HOSPITAL,22,1,1,2530,156673.42014017998,76613.50099593999,12
1900,NORTHERN NAVAJO MEDICAL CENTER,9,1,1,256,72054.352492,60574.425322,12
1901,NORTHERN NEVADA MEDICAL CENTER,47,1,1,2353,1515488.7320598993,263805.1134966101,20
1902,NORTHERN WESTCHESTER HOSPITAL,77,1,1,5380,1475463.6569546005,551759.3823733797,15
1903,NORTHFIELD HOSPITAL,24,1,1,1307,250778.66263229997,90444.37359529,1
1904,NORTHPORT MEDICAL CENTER,28,1,1,1013,594849.9195454,185621.59653198998,1
1905,NORTHRIDGE HOSPITAL MEDICAL CENTER,97,1,1,7715,7180241.607640202,1151876.4369237095,5
1906,NORTHRIDGE MEDICAL CENTER,23,1,1,705,253545.64305139997,128961.41728247,1
1907,NORTHSIDE HOSPITAL,105,2,2,16983,7649991.038211692,1137976.8586659601,10
1908,NORTHSIDE HOSPITAL CHEROKEE,56,1,1,2255,1702661.7017079808,362010.92706435994,6
1909,NORTHSIDE HOSPITAL FORSYTH,90,1,1,7582,3310707.1889653406,632651.2763406902,2
1910,NORTHSIDE MEDICAL CENTER,71,1,1,4488,2191296.5962809995,543097.66774027,15
1911,NORTHWEST COMMUNITY HOSPITAL,117,1,1,27250,3438927.5996852377,855113.83599919,11
1912,NORTHWEST HILLS SURGICAL HOSPITAL,6,1,1,666,100529.975687,36858.14352859999,12
1913,NORTHWEST HOSPITAL,89,1,1,11043,2470046.693408399,660584.3126003396,15
1914,NORTHWEST HOSPITAL CENTER,83,1,1,5540,1079349.5051790003,1016145.5269529999,15
1915,NORTHWEST MEDICAL CENTER,110,3,3,25538,8371393.909786298,1456922.1667930295,7
1916,NORTHWEST MISSISSIPPI REGIONAL MEDICAL CENTER,61,1,1,2986,1610944.3513140995,426834.6938958197,6
1917,NORTHWEST SPECIALTY HOSPITAL,6,1,1,683,159696.73615599997,46951.726594,12
1918,NORTHWEST SURGICAL HOSPITAL,3,1,1,550,52120.8030342,11203.7953948,12
1919,NORTHWEST TEXAS HOSPITAL,97,1,1,11420,3248088.900525699,846520.4817830799,2
1920,NORTHWEST TEXAS SURGERY CENTER,2,1,1,370,47832.782009999995,10603.9076602,12
1921,NORTHWESTERN MEDICAL CENTER INC,43,1,1,3382,349804.19016307994,284716.57981032005,20
1922,NORTHWESTERN MEMORIAL HOSPITAL,122,1,1,35554,5544604.114031201,1435469.7235291584,16
1923,NORTON COMMUNITY HOSPITAL,42,1,1,2972,668469.4159017998,177888.93580838997,20
1924,"NORTON HOSPITALS, INC",126,1,1,46285,3774533.803599919,1015310.6559137902,16
1925,NORWALK HOSPITAL ASSOCIATION,106,1,1,13025,3295974.743433729,1044340.9896026603,13
1926,NORWEGIAN-AMERICAN HOSPITAL,40,1,1,2031,788200.7700934,284385.17582670006,20
1927,NORWOOD HOSPITAL,98,1,1,8143,1182917.520008099,697587.9311120801,15
1928,NOVATO COMMUNITY HOSPITAL,19,1,1,2855,588064.9849715999,109144.23432119998,1
1929,"NW ARKANSAS HOSPITALS, LLC",104,1,1,14813,3675541.7725989013,720539.1962125299,2
1930,NYACK HOSPITAL,96,1,1,5993,3444481.8797381017,823984.9287217697,2
1931,NYU HOSPITALS CENTER,119,1,1,21738,5852956.87914709,1549415.418745831,5
1932,O U MEDICAL CENTER,96,1,1,9983,4209825.904062498,1071865.44194929,13
1933,O'BLENESS MEMORIAL HOSPITAL,33,1,1,2341,309083.30602139997,196580.86155883997,1
1934,O'CONNOR HOSPITAL,92,1,1,13746,7325142.639763299,1162932.71851735,5
1935,OAK FOREST HOSPITAL,1,1,1,11,10998.636359999999,3847.636364,12
1936,OAK HILL HOSPITAL,101,1,1,5977,6438972.400111901,709518.7000966097,13
1937,OAK LEAF SURGCL HSPTL,8,1,1,928,34550.5319605,12965.5609671,12
1938,OAK VALLEY DISTRICT HOSPITAL,13,1,1,334,364313.558798,76439.22515333998,12
1939,OAKBEND MEDICAL CENTER,61,1,1,2964,1563141.4804178001,374153.3745064,6
1940,OAKDALE COMMUNITY HOSPITAL,20,1,1,744,305756.7277713,114384.36202560001,1
1941,OAKLAWN HOSPITAL,46,1,1,4413,684242.2649427,197294.59713484996,20
1942,OAKWOOD ANNAPOLIS HOSPITAL,79,1,1,4728,1674163.3779544996,619120.4897461898,15
1943,OAKWOOD HERITAGE HOSPITAL,72,1,1,3928,1325164.9116933995,468754.64763321995,6
1944,OAKWOOD HOSPITAL AND MEDICAL CENTER,113,1,1,13970,3142316.4392120624,1084887.7327263698,13
1945,OAKWOOD SOUTHSHORE MEDICAL CENTER,81,1,1,4393,1975017.4220469,667017.10932772,15
1946,OASIS HOSPITAL,1,1,1,29,33160.72414,10484.34483,12
1947,OCALA REGIONAL MEDICAL CENTER,108,1,1,7135,4970556.027429497,748874.2389977297,13
1948,OCEAN MEDICAL CENTER,107,1,1,9641,5714619.502479701,806705.4535431901,13
1949,OCH REGIONAL MEDICAL CENTER,32,1,1,1727,444012.2113314001,157322.53784946998,1
1950,OCHSNER BAPTIST MEDICAL CENTER LLC,29,1,1,1584,462755.697086,130114.93358743002,1
1951,OCHSNER FOUNDATION HOSPITAL,103,1,1,10317,3139973.497512101,988568.7683977399,13
1952,"OCHSNER MEDICAL CENTER - NORTHSHORE, LLC",37,1,1,1162,1789506.5900738,254477.80806915998,20
1953,OCHSNER MEDICAL CENTER-BATON ROUGE,43,1,1,1337,753492.3589937,283197.61757432,20
1954,OCHSNER MEDICAL CENTER-KENNER LLC,44,1,1,5201,1302672.5588437994,309578.48593340005,20
1955,OCONEE MEDICAL CENTER,83,1,1,8637,1822393.8198592998,531278.8127969102,15
1956,OCONEE REGIONAL MEDICAL CENTER,44,1,1,3536,744090.5751550001,234662.79709454,20
1957,OCONOMOWOC MEM HSPTL,44,1,1,5420,589659.5822660801,195781.16788911005,20
1958,ODESSA REGIONAL HOSPITAL,36,1,1,1529,1096822.902262,252639.51881615992,20
1959,OGDEN REGIONAL MEDICAL CENTER,45,1,1,2998,760002.5757134999,221043.49082226,20
1960,OHIO STATE UNIVERSITY HOSPITALS,119,1,1,44761,4848331.3663849905,1282361.6537690405,16
1961,OHIO VALLEY GENERAL HOSPITAL,37,1,1,2628,358391.97286519996,114959.19404944997,1
1962,OHIO VALLEY MEDICAL CENTER,45,1,1,1849,773523.8327274,274017.28240161005,20
1963,"OHIO VALLEY MEDICAL CENTER, LLC",4,1,1,286,41859.947746,11522.8853888,12
1964,OHSU HOSPITAL AND CLINICS,97,1,1,94833,2266083.1148661594,1075171.5815159297,3
1965,OJAI VALLEY COMMUNITY HOSPITAL,7,1,1,383,136916.0888575,32204.206088789997,12
1966,OKLAHOMA CENTER FOR ORTHOPAEDIC & MULTI-SP,3,1,1,1009,32749.404625,11713.0874273,12
1967,OKLAHOMA HEART HOSPITAL,59,1,1,98811,1286334.3166345297,333894.5205825999,3
1968,OKLAHOMA HEART HOSPITAL SOUTH,42,1,1,1575,1256523.0508780004,302108.693209,20
1969,OKLAHOMA SPINE HOSPITAL,6,1,1,1469,145021.693356,37568.151009400004,12
1970,OKLAHOMA STATE UNIVERSITY MEDICAL CENTER,71,1,1,5675,1822135.3618544007,645460.0174123099,15
1971,"OKLAHOMA SURGICAL HOSPITAL, LLC",10,1,1,2403,121586.10392169999,58242.4523625,12
1972,OKMULGEE MEMORIAL HOSPITAL,17,1,1,697,94933.58164910002,59594.63393570001,12
1973,OLATHE MEDICAL CENTER,100,1,1,9798,2322615.296336502,649252.1506447898,2
1974,OLEAN GENERAL HOSPITAL,61,1,1,4759,518978.32929142,296685.1835597401,20
1975,OLMSTED MEDICAL CENTER,22,1,1,35099,89003.04250860003,35727.49951853,1
1976,OLYMPIA MEDICAL CENTER,81,1,1,7829,6820063.8650663,735720.4527060101,13
1977,OLYMPIC MEDICAL CENTER,80,1,1,45544,884666.2858889702,488626.1763914599,19
1978,ONEIDA HEALTHCARE CENTER,32,1,1,1197,427709.4288268,178159.38597119995,1
1979,ONSLOW MEMORIAL HOSPITAL,69,1,1,3645,1461840.6856091,479789.58087179,6
1980,OPELOUSAS GENERAL HEALTH SYSTEM,83,1,1,8541,1825914.0107436192,707021.6646606202,15
1981,ORANGE COAST MEMORIAL MEDICAL CENTER,56,1,1,2120,2496833.9836573005,472706.7001622299,6
1982,ORANGE PARK MEDICAL CENTER,106,1,1,7496,6474971.201266601,760739.8603069399,13
1983,ORANGE REGIONAL MEDICAL CENTER,111,1,1,9860,4366296.840369099,977677.6976873201,13
1984,ORLANDO HEALTH,123,1,1,31329,5518947.354748703,1081368.82966528,16
1985,ORO VALLEY HOSPITAL,58,1,1,6400,1497646.8929138999,295379.00937856996,6
1986,OROVILLE HOSPITAL,80,1,1,5595,2598732.6880097007,632421.3319384397,15
1987,ORTHOCOLORADO HOSPITAL AT ST ANTHONY MED CAMPUS,2,1,1,339,220297.52623,39598.38399,12
1988,ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH LLC,5,1,1,506,253999.422931,54484.00695799999,12
1989,ORTHOPAEDIC HSPTL OF WI,5,1,1,1126,95285.88831,36123.5942068,12
1990,ORTHOPEDIC HOSPITAL,5,1,1,322,174071.9841427,44501.96296489001,12
1991,OSCEOLA REGIONAL MEDICAL CENTER,104,1,1,7542,5794644.927921602,848576.1355031305,13
1992,OSS ORTHOPAEDIC HOSPITAL,3,1,1,295,93760.99471,45065.08158,12
1993,OSWEGO HOSPITAL,57,1,1,5615,608964.89721976,285278.28377741005,20
1994,OTSEGO MEMORIAL HOSPITAL,29,1,1,2273,240240.7917920301,132073.56380024,1
1995,OTTAWA REGIONAL HOSPITAL & HEALTHCARE CENTER,41,1,1,3309,688022.4183585999,248302.66535757002,20
1996,OTTUMWA REGIONAL HEALTH CENTER,58,1,1,4660,637678.5940309002,292239.90702173987,20
1997,OUACHITA COUNTY MEDICAL CENTER,27,1,1,2477,230743.60354509004,102614.65085306001,1
1998,OUR LADY OF BELLEFONTE HOSPITAL,84,1,1,8347,1424675.0369521994,487919.2496505001,15
1999,OUR LADY OF LOURDES MEDICAL CENTER,105,1,1,13067,6846048.535743751,971040.5459083397,5
2000,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",94,1,1,14010,1388900.4885696797,658537.4257295603,15
2001,"OUR LADY OF LOURDES REGIONAL MEDICAL CENTER, INC",95,1,1,6252,2028757.3613053598,661340.8961538997,15
2002,OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER,115,1,1,9672,2348987.056607099,867586.13611475,2
2003,OUR LADY OF THE RESURRECTION MED CTR,86,1,1,9444,2815510.4657016015,687199.3982473497,2
2004,OVERLAKE HOSPITAL MEDICAL CENTER,100,1,1,35204,2504474.393179099,841869.3616389501,11
2005,OVERLAND PARK REG MED CTR,56,1,1,2966,2144585.2370004994,329993.41434667003,6
2006,OVERLOOK HOSPITAL,114,1,1,13201,4132556.181173399,1072731.7501385696,13
2007,OWATONNA HOSPITAL,19,1,1,527,355912.88097099995,131299.42795789,1
2008,OWENSBORO MEDICAL HEALTH SYSTEM,117,1,1,15536,2162669.9135307004,1004761.64910366,11
2009,OZARKS COMMUNITY HOSPITAL,31,1,1,24754,141642.54317010008,49681.420984470016,1
2010,OZARKS MEDICAL CENTER,58,1,1,6279,826292.5949457597,334979.9721722801,20
2011,P & S SURGICAL HOSPITAL,5,1,1,326,201285.212001,46684.028761,12
2012,P H S INDIAN HOSP AT BELCOURT-QUENTIN N BURDICK,2,1,1,25,21270.615384999997,16153.320512999999,12
2013,P H S INDIAN HOSPITAL AT BROWNING - BLACKFEET,5,1,1,75,44860.59639599999,34832.623696,12
2014,PACIFIC ALLIANCE MEDICAL CENTER,41,1,1,1127,967365.8053332,484168.1451836,20
2015,PACIFIC HOSPITAL OF LONG BEACH,33,1,1,2386,1547357.7926596703,313571.469831,20
2016,PACIFICA HOSPITAL OF THE VALLEY,23,1,1,851,502924.81738139986,255518.940991,1
2017,PALESTINE REGIONAL MEDICAL CENTER,50,1,1,3029,734850.034616,210624.00272476996,20
2018,PALI MOMI MEDICAL CENTER,58,1,1,3270,1889778.4550197,600282.1196532298,6
2019,PALISADES MEDICAL CTR-NY PRESBYTERIAN HEALTHCARE S,83,1,1,5104,4513147.9006326,868762.6330849102,13
2020,PALM BAY HOSPITAL,12,1,1,183,359847.21045,77038.047518,12
2021,PALM BEACH GARDENS MEDICAL CENTER,94,1,1,4471,4686821.626511901,740178.8460287398,13
2022,PALM DRIVE HOSPITAL,18,1,1,617,377796.2288212,143875.344146,1
2023,PALM SPRINGS GENERAL HOSPITAL,69,1,1,2907,1769174.506926,580575.0447763999,15
2024,PALMDALE REGIONAL MEDICAL CENTER,68,1,1,2538,3298441.5876641003,577531.00502351,15
2025,PALMERTON HOSPITAL,33,1,1,1422,348366.38347030006,144011.51401155,1
2026,PALMETTO GENERAL HOSPITAL,93,1,1,5504,5327387.838249598,902807.1858104402,13
2027,PALMETTO HEALTH BAPTIST,82,1,1,5575,3440909.3389970977,905913.3271902199,2
2028,PALMETTO HEALTH RICHLAND,115,1,1,19970,5319679.37962962,1228598.2526724504,5
2029,PALMS OF PASADENA HOSPITAL,68,1,1,4757,2019762.7781501005,393644.0723404499,6
2030,PALMS WEST HOSPITAL,56,1,1,1609,2962126.9713326,514912.5593656901,15
2031,PALO PINTO GENERAL HOSPITAL,29,1,1,1782,281429.66245849995,128496.44138116001,1
2032,PALO VERDE HOSPITAL,11,1,1,676,216973.9382439,79086.60200117,12
2033,PALOMAR MEDICAL CENTER,95,1,1,5349,4407902.923256302,906572.4020015299,13
2034,PALOS COMMUNITY HOSPITAL,118,1,1,18140,3786005.5381969013,949012.6031974505,11
2035,PAMPA REGIONAL MEDICAL CENTER,35,1,1,774,709166.3751777001,190583.97932250003,1
2036,PARADISE VALLEY HOSPITAL,68,2,2,12489,2453888.7102729995,740525.2495407504,17
2037,PARIS REGIONAL MEDICAL CENTER,85,1,1,5260,2160656.1736372993,618995.14914981,15
2038,PARK CITY MEDICAL CENTER,10,1,1,574,47960.32918038001,19247.34184807001,12
2039,PARK NICOLLET METHODIST HOSPITAL,112,1,1,15045,1733988.2730398998,891134.9455092999,2
2040,PARK PLAZA HOSPITAL,56,1,1,2256,3383501.9418502995,480151.37689169997,15
2041,PARK RIDGE HEALTH,55,1,1,53885,497904.26875800994,199929.3710240099,19
2042,PARKER ADVENTIST HOSPITAL,45,1,1,1953,1980656.6729839996,350730.32146693993,6
2043,PARKLAND HEALTH AND HOSPITAL SYSTEM,79,1,1,98273,2207829.549628089,806517.20191779,3
2044,PARKLAND HEALTH CENTER,64,1,1,5773,544882.5671827499,267602.42453033,20
2045,PARKLAND MEDICAL CENTER,57,1,1,6307,1138811.5257029003,308508.63095843996,20
2046,PARKRIDGE MEDICAL CENTER,96,1,1,5591,3691340.0998658086,862919.2749379898,2
2047,PARKVIEW ADVENTIST MEDICAL CENTER,24,1,1,2065,284360.37204784,84875.58481757998,1
2048,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,42,1,1,1450,2357547.4585843,505550.97147889977,6
2049,PARKVIEW HUNTINGTON HOSPITAL,24,1,1,3374,259276.72329684,102989.80254235001,1
2050,PARKVIEW MEDICAL CENTER INC,98,1,1,16487,3531319.32335041,740144.0465131104,2
2051,PARKVIEW NOBLE HOSPITAL,27,1,1,3506,260507.28259574,103185.98439279996,1
2052,PARKVIEW REGIONAL HOSPITAL,25,1,1,902,453594.34920909995,124053.6518238,1
2053,PARKVIEW REGIONAL MEDICAL CENTER,109,1,1,20767,3102128.9405238596,902046.9064324097,11
2054,PARKVIEW WHITLEY HOSPITAL,21,1,1,2960,162869.85788483,65023.122710820004,12
2055,PARKWAY MEDICAL CENTER,57,1,1,2609,1505023.0569562998,275552.2581268,6
2056,PARKWAY REGIONAL HOSPITAL,22,1,1,702,307673.49157039996,81033.37784059,1
2057,PARKWEST MEDICAL CENTER,109,1,1,11531,2309640.4690199997,768176.6898672798,2
2058,PARMA COMMUNITY GENERAL HOSPITAL,110,1,1,12364,1745011.2262422997,695752.9770152404,2
2059,PARRISH MEDICAL CENTER,82,1,1,5821,2172505.9777669003,652352.38754087,15
2060,PASCO REGIONAL MEDICAL CENTER,44,1,1,3082,1058370.508919,180165.93701616002,20
2061,PASSAVANT AREA HOSPITAL,57,1,1,5800,923190.0595146501,314437.81137695984,20
2062,PATEWOOD MEMORIAL HOSPITAL,17,1,1,16553,93341.66879229997,22848.083188369994,12
2063,PATIENTS' HOSPITAL OF REDDING,4,1,1,519,43398.876627,8347.0217279,12
2064,PATTIE A CLAY REGIONAL MEDICAL CENTER,51,1,1,3545,708039.3319171002,364035.9585549899,20
2065,PAUL B HALL REGIONAL MEDICAL CENTER,46,1,1,2990,1873008.6229757997,208925.16421906996,20
2066,PAULS VALLEY GENERAL HOSPITAL,19,1,1,686,154602.880532,71236.28257400001,12
2067,PAYSON REGIONAL MEDICAL CENTER,34,1,1,2675,1361277.4606659,238309.74308785,20
2068,PEACE RIVER REGIONAL MEDICAL CENTER,82,1,1,3688,3608464.748031799,648765.24029677,2
2069,PEACEHEALTH SOUTHWEST MEDICAL CENTER,114,1,1,27021,3504355.94515494,1050712.9440827796,11
2070,PEACHEALTH ST JOHN MEDICAL CENTER,81,1,1,53580,1466449.8997430103,536424.0727289501,19
2071,PECONIC BAY MEDICAL CENTER,75,1,1,3534,2803527.5698415013,684445.3943046603,15
2072,PECOS COUNTY MEMORIAL HOSPITAL,14,1,1,399,152097.25000310002,72148.66637499999,12
2073,PEKIN MEMORIAL HOSPITAL,44,1,1,3387,881759.0669530102,199368.66670722002,20
2074,PEMISCOT MEMORIAL HOSPITAL,25,1,1,1085,221133.6264888,79104.40238069999,1
2075,PENINSULA HOSPITAL CENTER,52,1,1,6813,988161.7887622999,463895.71359215,6
2076,PENINSULA MEDICAL CENTER,81,1,1,6147,3920754.2590580005,763629.72279283,2
2077,PENINSULA REGIONAL MEDICAL CENTER,98,1,1,7141,1301425.4805720001,1228500.0585020003,2
2078,PENN PRESBYTERIAN MEDICAL CENTER,90,1,1,34481,4042233.1946476283,826681.3730869305,11
2079,PENNOCK HOSPITAL,47,1,1,2922,471792.46511319996,211761.38132408,20
2080,PENNSYLVANIA HOSP OF THE UNIV OF PA HEALTH SYS,91,1,1,9023,4790349.935284759,901229.4170794097,13
2081,PENOBSCOT BAY MEDICAL CENTER,65,1,1,46505,762343.4230711703,352048.90668833,19
2082,PERMIAN REGIONAL MEDICAL CENTER ANDREWS COUNTY HO,8,1,1,222,37491.019646500004,24448.104186790002,12
2083,PERRY COMMUNITY HOSPITAL,14,1,1,601,107847.98045800002,67185.17024800001,12
2084,PERRY HOSPITAL,32,1,1,1257,386018.0213745999,141255.18930871005,1
2085,PERRY MEMORIAL HOSPITAL,10,1,1,238,74737.74944900001,42746.5396019,12
2086,PERSON MEMORIAL HOSPITAL,33,1,1,1362,322750.4389789,162182.00160905998,1
2087,PETALUMA VALLEY HOSPITAL,35,1,1,1275,1871071.6767294002,296376.44055909995,20
2088,PETERSON REGIONAL MEDICAL CENTER,74,1,1,11408,1218355.9009547702,438287.78439571994,6
2089,PHELPS COUNTY REGIONAL MEDICAL CENTER,81,1,1,6498,1911455.6219044009,651177.8203903799,15
2090,PHELPS MEMORIAL HOSPITAL ASSN,79,1,1,8711,2191825.928407499,606872.62757557,15
2091,PHOEBE NORTH,49,1,1,1985,1171290.5039226995,285317.11527388985,20
2092,PHOEBE PUTNEY MEMORIAL HOSPITAL,104,1,1,32159,2730358.178652,946956.1782618802,11
2093,PHOEBE SUMTER MEDICAL CENTER,30,1,1,2761,363109.31307120004,155695.31339668,1
2094,PHOENIX BAPTIST HOSPITAL,66,1,1,3669,2045490.7090761003,615465.3229201599,15
2095,PHOENIX INDIAN MEDICAL CENTER,3,1,1,52,32443.93214,30981.933333,12
2096,PHOENIXVILLE HOSPITAL,75,1,1,7218,4034703.295288599,435631.7279132001,15
2097,PHS INDIAN HOSPITAL AT PINE RIDGE,1,1,1,15,5718.0,6428.4,12
2098,PHS INDIAN HOSPITAL AT ROSEBUD,1,1,1,15,6138.0,5869.466667000001,12
2099,"PHYSICIAN'S CHOICE HOSPITAL - FREMONT, LLC",2,1,1,34,7304.0347055,4884.89,12
2100,"PHYSICIANS CENTRE,THE",6,1,1,579,106533.7088701,33612.470161540004,12
2101,PHYSICIANS MEDICAL CENTER,4,1,1,153,43727.706381799995,10824.376320000001,12
2102,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,93,1,1,7749,3970779.459423101,627582.5871957998,2
2103,PHYSICIANS' MEDICAL CENTER LLC,4,1,1,1114,39061.601879,11806.483549299997,12
2104,PHYSICIANS' SPECIALTY HOSPITAL,7,1,1,1346,129957.9781997,31147.853619100002,12
2105,PICKENS COUNTY MEDICAL CENTER,28,1,1,1406,238494.72235418996,149582.54061585994,1
2106,PIEDMONT FAYETTE HOSPITAL,96,1,1,11361,2566883.4159500995,694254.1250660298,2
2107,PIEDMONT HOSPITAL,111,1,1,25625,3673391.6741848015,898641.9048378301,11
2108,PIEDMONT MEDICAL CENTER,109,1,1,9137,2800082.678741401,868484.5201223801,2
2109,PIEDMONT MOUNTAINSIDE HOSPITAL INC,47,1,1,5669,836436.3962004,263449.6543420198,20
2110,"PIEDMONT NEWNAN HOSPITAL, INC",70,1,1,6243,1605526.5790211004,438959.8434480599,6
2111,PIKEVILLE MEDICAL CENTER,104,1,1,17191,4059396.7284570006,1002283.5855331101,11
2112,PINE CREEK MEDICAL CENTER LLP,7,1,1,296,294114.55419600004,63531.39840219999,12
2113,PINEVILLE COMMUNITY HOSPITAL,40,1,1,1699,311148.85207589995,181215.19708086996,1
2114,PINNACLE HEALTH HOSPITALS,116,1,1,15647,2349174.5942984996,1015238.9970129901,11
2115,PINNACLE HOSPITAL,14,1,1,601,355610.2243137001,182986.17055369998,1
2116,PIONEERS MEMORIAL HEALTHCARE DISTRICT,58,1,1,3379,1615829.2021818496,451538.9984185201,6
2117,PITT COUNTY MEMORIAL HOSPITAL,122,1,1,20464,3530026.7396782995,1291029.6052206403,11
2118,PLACENTIA LINDA HOSPITAL,28,1,1,1037,865630.6498762998,128201.36173299998,1
2119,PLAINS REGIONAL MEDICAL CENTER  CLOVIS,39,1,1,9941,658048.5270118798,156686.72353320004,20
2120,PLAINVIEW HOSPITAL,89,1,1,8437,3298296.9461014997,974656.1096280197,2
2121,PLANTATION GENERAL HOSPITAL,74,1,1,6443,3387389.7528512,561038.10782194,15
2122,PLATTE VALLEY MEDICAL CENTER,28,1,1,1236,459998.93082880013,138602.17573086,1
2123,PLAZA MEDICAL CENTER OF FORT WORTH,92,1,1,5496,5405833.442184571,853211.4184057001,13
2124,PLEASANT VALLEY HOSPITAL,40,1,1,4240,396081.37300319003,140770.10556483,1
2125,POCONO MEDICAL CENTER,100,1,1,7669,2733363.3810485005,855565.7832293396,2
2126,POMERADO HOSPITAL,67,1,1,3894,2779383.027494501,551432.4727684903,15
2127,POMERENE HOSPITAL,19,1,1,765,126191.8142751,67414.91507126,12
2128,POMONA VALLEY HOSPITAL MEDICAL CENTER,81,1,1,7403,5622415.411223996,949268.07192068,13
2129,PONCA CITY MEDICAL CENTER,43,1,1,2458,715007.7006085999,208114.77284094997,20
2130,POPLAR BLUFF REGIONAL MEDICAL CENTER,99,1,1,8905,4089963.1954115015,751135.6000109699,13
2131,PORT HURON HOSPITAL,107,1,1,8828,1998230.358804699,701281.86946047,2
2132,PORTAGE HEALTH HOSPITAL,29,1,1,2769,206515.37759387007,133050.38706047004,1
